TransactionID,CustomerCode,Accessories_name,Accessories_subname,Unitprice,Unit,SalesValue
P182446,0513DT000000053,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182450,0811AS000000674,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182452,0811AW000000071,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182454,0811AY000001134,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182455,0811CW000000161,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182462,0513DI000000168,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182463,0513DI000000263,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182468,0513DK000000015,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182471,0513DK000000142,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182476,0513DN000000099,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182490,0513CU000000191,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182492,0513CU000000224,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182493,0513CU000000232,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182496,0513CU000000312,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182497,0513CW000000088,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182498,0513CW000000191,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182500,0513CW000000230,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182501,0513CW000000321,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182502,0513CY000000219,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182503,0513CY000000351,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182505,0513CZ000000007,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182508,0513CZ000000164,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182511,0513DB000000227,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182512,0513DB000000228,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182513,0607IH000000906,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182515,0910AB000002011,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182517,0608AH000007653,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182519,0910AC000001774,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182521,0608IH000002091,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182525,0608TH000002527,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182528,0609A6000000576,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182530,0609AA000007554,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182531,0609AA000008540,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182535,0609AS000001575,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182537,0610A$000002468,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182540,0610A4000000366,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182543,0610A8000000797,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182544,0911CL000000458,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182548,0513CR000000070,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182550,0513CR000000285,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182551,0513CR000000286,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182552,0513CR000000422,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182554,0513CU000000024,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182555,0513CU000000073,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182556,0710AQ000002706,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182559,0710BN000000015,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182563,0513CW000000296,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182565,0711AA000001119,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182566,0513CY000000089,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182567,0711AB000001067,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182568,0513CY000000126,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182570,0711AG000000120,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182573,0513CY000000623,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182575,0513CZ000000170,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182576,0513CZ000000198,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182577,0513CZ000000288,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182578,0513CZ000000296,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182581,0513DB000000091,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182584,1012CZ000000343,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182585,1012DM000000565,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182587,1012DR000000506,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182589,1012DV000000406,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182590,1012DW000000611,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182600,1108YH000000003,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182601,1109A$000001750,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182604,0513DY000000504,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182609,1109AO000001327,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182611,0513A8000000291,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182612,1109AY000001649,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182613,1111BM000000331,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182614,1111DE000000948,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182615,1111DE000001219,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182621,1112A4000000006,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182625,1112AA000003018,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182627,1112AC000000026,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182629,1112AK000000014,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182635,1112BG000000824,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182638,1112DH000000619,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182639,1112DJ000000220,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182640,1109AG000001082,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182642,0812BD000000304,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182645,0812CL000000366,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182650,0812DR000000792,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182655,0907AH000009455,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182656,0907BH000001944,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182657,1110AI000000518,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182658,0908$H000002912,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182663,0908BH000000333,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182666,0612DW000000246,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182667,0612DW000000571,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182669,0612DY000000583,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182670,0613ES000000001,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182675,0708TH000000828,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182677,0709A9000000329,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182680,0709AS000000899,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182683,0709AY000001265,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182685,1112AA000004153,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182687,1112AG000000864,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182691,0710AA000002282,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182692,0710AA000004830,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182694,0909A0000001285,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182695,0909AC000002035,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182701,0909AY000001263,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182703,0910A$000000954,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182704,0513CR000000445,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182708,0910A0000002253,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182710,0910AA000002233,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182711,0513CW000000202,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182713,0910AA000005050,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182720,0710AW000000701,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182721,0513CY000000309,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182723,0710BG000000947,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182725,0711A$000000981,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182727,0711A6000000130,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182728,0711A7000000217,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182729,0711AA000002629,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182733,0711AG000000502,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182737,0910AJ000001788,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182739,0910AK000001473,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182743,0910AW000000569,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182745,0911AA000005059,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182748,0911AG000000673,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182749,0911AJ000000893,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182750,0911AN000000084,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182751,0911AN000000161,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182753,0911AT000000419,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182755,0911BA000000040,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182756,0513DI000000260,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182757,0513DI000000369,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182760,0912A$000001406,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182763,1011CJ000000331,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182766,1011DB000000363,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182771,1012A4000000103,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182772,1012AA000000404,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182774,1012AB000001266,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182776,1012AK000001633,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182778,1012BG000000524,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182782,0513DB000000288,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182784,0513DB000000445,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182785,0513DC000000001,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182788,0513DC000000303,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182789,0513DC000000392,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182790,0513DE000000015,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182791,0513DE000000032,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182793,0513DE000000143,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182799,0513DF000000185,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182804,0513DF000000629,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182807,0812AA000000386,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182810,0812AA000002923,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182813,0812AB000001609,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182814,0812AC000000739,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182817,0812AK000000902,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182828,0812DR000000140,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182829,0610AA000003436,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182830,0610AA000006404,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182838,0611A$000001196,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182842,0611AA000003597,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182847,0611AV000000594,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182853,0612A7000000300,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182856,0711CA000000066,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182857,0612A8000000356,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182858,0711CW000000107,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182860,0612AA000003218,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182861,0612AA000004830,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182864,0712A2000000084,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182867,0612AC000001556,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182871,0612AN000000408,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182872,0712AU000000090,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182873,0712AV000000096,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182880,0612CB000000476,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182882,0612CW000000292,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182883,0513DC000000050,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182884,0612DF000000454,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182887,0513DP000000306,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182888,0513DQ000000186,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182893,0513DR000000054,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182897,0513DR000000190,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182908,0513DS000000211,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182910,0513DT000000084,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182912,0513DT000000443,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182914,0513DV000000081,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182915,0513DV000000174,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182917,0513DV000000246,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182919,0513DV000000304,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182920,0513DV000000518,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182922,0513DW000000008,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182923,0513DW000000045,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182925,0513DW000000371,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182927,0513DW000000428,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182934,0513DX000000154,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182938,0513DY000000041,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182939,0513DY000000066,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182940,0513DY000000107,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182945,0513DY000000207,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182946,0513DY000000193,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182947,0611AC000000293,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182951,0611AM000000199,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182952,0611AM000000215,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182959,0612A8000000837,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182963,0612AS000000049,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P182964,0612AU000000207,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182966,0513EJ000000117,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182968,0612BG000000687,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P182972,1110A$000001712,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P182976,1110A8000001196,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P182981,1110AT000000069,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P182983,1110AV000000471,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P182987,1111A0000001505,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P182991,1111AA000003718,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P182997,0812DY000000094,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P183001,0908#H000000036,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P183007,0909A$000000477,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P183009,0909AC000000624,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P183015,0910A0000001467,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P183018,0910AB000001285,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P183022,0513DP000000212,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P183024,0513DP000000267,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P183027,0513DQ000000147,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P183031,0513DQ000000370,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P183035,0513DQ000000441,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P183036,0513DR000000078,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P183039,1110A8000001134,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P183040,1110AA000004146,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P183047,1110AN000001531,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P183048,0513DR000000476,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P183049,1110AS000001057,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P183052,1110CH000000225,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P183054,0513DK000000002,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P183055,0513DK000000028,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P183056,0513DK000000044,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P183057,0513DK000000098,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P183058,0513DK000000116,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P183061,0513DL000000087,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P183066,0513DM000000060,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P183069,0513DM000000180,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P183071,0513DN000000004,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P183074,0513DN000000050,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P183075,0513DN000000051,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P183076,0513DN000000067,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P183079,0513DN000000098,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P183080,0513DO000000064,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P183081,0513DP000000072,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P183090,0513A0000001264,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P183091,0712AG000000065,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P183093,0712AS000000514,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P183099,0513A2000000208,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P183100,0513A3000000080,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P183101,0513A3000000090,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P183106,0912AA000001769,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P183107,0513A4000000060,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P183109,0513A4000000126,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P183111,0513A5000000263,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P183113,0513A6000000035,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P183114,0513A7000000026,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P183118,0612DB000000345,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P183119,0912DO000000011,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P183126,0612DW000000690,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P183128,0612DY000000663,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P183135,0708CH000001335,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P183136,0711CP000000194,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P183141,0712A1000000059,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P183142,0708YH000001143,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P183144,0712AA000004348,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P183145,0709AC000002086,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P183150,0710A$000000652,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P183151,0712BG000000960,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P183153,0513DQ000000013,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P183157,0513DQ000000169,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P183159,0513DQ000000225,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P183160,0513EP000000397,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P183164,0513DQ000000414,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P183165,0513EP000000631,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P183167,0513DR000000036,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P183168,0513DR000000061,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P183169,0513DR000000204,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P183171,0513DR000000331,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P183173,0513DR000000580,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P183177,0513DS000000016,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P183181,0513DT000000097,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P183184,0513DT000000288,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P183185,0513DT000000422,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P183191,1112DS000000018,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P183194,1112DY000000335,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P183195,1112XX000000006,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P183196,1207KH000000613,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P183204,1209AA000000605,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P183205,1209AA000002370,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P183207,1209AP000000125,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P183209,1210A$000001579,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P183210,1210AA000001723,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P183211,1210AA000007211,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P183212,1210AB000001877,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P183216,0912AA000004435,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P183218,0912AC000000228,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P183219,0712DC000000250,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P183220,0912AK000000344,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P183226,0912DD000000006,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
